ชื่อร้านค้า,CodeCustomer,จำนวนทั้งหมด,ยอดบิลนี้,ค้างจ่ายเก่า,ยอดรวมเงิน,จ่ายเงินสดวันนี้,โอนจ่ายต่อหน้า,จ่ายค้าง,โอนจ่ายที่หลัง,จ่ายค้างโอนต่อหน้า,จ่ายค้างเงินสด,ค้างจ่ายวันนี้,เครดิต,ค้างจ่ายใหม่,Status,Status3,Status2,ImageSaleSite,ชื่อเรื่อง,รหัสการขาย,YMD,Minute,TimeStamp,IDcode,No,LineCar,เหลี่ยมใหญ่,กลมใหญ่,กลมเล็ก,บดหยาบ,บดละเอียด,Latitude,Longitude,ID-CodeName,สอบค้าง,เก็บสอบ,นอนสอบ,ค้างกระสอบรวม
ขาจรน้ำแข็ง 40 บาท,910040.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-26-111-11-14-16-10,2025-08-26,14:16:10,26/08/2025 14:16:10,111.0,,11.0,,,,1.0,,16.55118667,102.10120333,ID-1111,0.0,,,0.0
ร้านกาแฟหน้าบ้าน,100282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-26-111-11-14-20-44,2025-08-26,14:20:44,26/08/2025 14:20:44,111.0,,11.0,,,,,,16.55114167,102.10114667,ID-1111,0.0,,,0.0
ร้านนัมเบอร์วัน บาร์,100325.0,3.0,100.0,170.0,270.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-26-111-11-14-22-00,2025-08-26,14:22:00,26/08/2025 14:22:00,111.0,,11.0,1.0,,2.0,,,16.55113,102.101125,ID-1111,0.0,,,0.0
ร้านพรนี,100379.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-05-33-00,2025-08-27,05:33:00,27/08/2025 05:33:00,111.0,,11.0,1.0,,,,,16.54869333,102.10211167,ID-1111,0.0,,,0.0
ร้านมาวินชานมไข่มุก,101970.0,2.0,80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-05-39-18,2025-08-27,05:39:18,27/08/2025 05:39:18,111.0,,11.0,,,,,2.0,16.54901667,102.10421667,ID-1111,0.0,,,0.0
ร้านลาบป.7,100257.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-05-54-35,2025-08-27,05:54:35,27/08/2025 05:54:35,111.0,,11.0,1.0,,,1.0,,16.575815,102.10842833,ID-1111,0.0,,,0.0
ร้านเขียงปลาแม่หน่อย,100258.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-06-01-42,2025-08-27,06:01:43,27/08/2025 06:01:43,111.0,,11.0,,,,1.0,,16.57712333,102.08934167,ID-1111,0.0,,,0.0
ร้านพ่อสักกับข้าวเย็น,100259.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-06-10-45,2025-08-27,06:10:45,27/08/2025 06:10:45,111.0,,11.0,,,,2.0,,16.57842333,102.088895,ID-1111,0.0,,,0.0
ร้านไก่ต้มน้ำปลาแม่สมรักษ์,100261.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-06-11-08,2025-08-27,06:11:08,27/08/2025 06:11:08,111.0,,11.0,,,,2.0,,16.57842333,102.088895,ID-1111,-1.0,,,-1.0
ร้านสลัดผักผลไม้พี่แต๊ก,100260.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-06-11-17,2025-08-27,06:11:17,27/08/2025 06:11:17,111.0,,11.0,,,,2.0,,16.57842333,102.088895,ID-1111,-2.0,,,-2.0
ร้านแม่ติ๋มลาบเป็ด,100262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-27-111-11-06-12-39,2025-08-27,06:12:39,27/08/2025 06:12:39,111.0,,11.0,,,,,,16.5782,102.08902667,ID-1111,0.0,,,0.0
ชุมแพสนุกเกอร์ 2,101871.0,2.0,80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-06-18-02,2025-08-27,06:18:02,27/08/2025 06:18:02,111.0,,11.0,2.0,,,,,16.57211167,102.09342667,ID-1111,0.0,,,0.0
ร้านผลไม้พี่น้ำ,100265.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-06-39-20,2025-08-27,06:39:20,27/08/2025 06:39:20,111.0,,11.0,,,,1.0,,16.57495333,102.110075,ID-1111,0.0,,,0.0
ร้านพรทิพย์ชานมไข่มุก,102002.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-06-44-45,2025-08-27,06:44:45,27/08/2025 06:44:45,111.0,,11.0,,,,,1.0,16.574615,102.109915,ID-1111,0.0,,,0.0
ร้านราชาหมูกระทะ&หอยแครง,100266.0,3.0,100.0,100.0,200.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-27-111-11-06-57-22,2025-08-27,06:57:22,27/08/2025 06:57:22,111.0,,11.0,1.0,,,2.0,,16.57563667,102.111525,ID-1111,2.0,,,2.0
ร้านก๋วยเตี๋ยวหมูแม่อ๊อด,100269.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-07-11-19,2025-08-27,07:11:19,27/08/2025 07:11:19,111.0,,11.0,1.0,,,1.0,,16.570275,102.11200833,ID-1111,0.0,,,0.0
ร้านชาไข่มุกบ้านสุขสมบูรณ์  ,100268.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-07-11-29,2025-08-27,07:11:30,27/08/2025 07:11:30,111.0,,11.0,,,,1.0,,16.570275,102.11200833,ID-1111,0.0,,,0.0
ร้านของชำแม่บุญนำ,100270.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-07-22-37,2025-08-27,07:22:37,27/08/2025 07:22:37,111.0,,11.0,3.0,,,,,16.572325,102.11853167,ID-1111,0.0,,,0.0
ร้านTPหม่าล่าพี่หนิง,100271.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-07-31-33,2025-08-27,07:31:33,27/08/2025 07:31:33,111.0,,11.0,,,,,1.0,16.56567833,102.11008167,ID-1111,0.0,,,0.0
ร้านส้มตำไก่ย่างแม่ตุ่ม,100272.0,2.0,70.0,35.0,105.0,105.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,รับเงินสด,0,จ่ายค้างเก่า,,อาคม,2568-08-27-111-11-07-38-09,2025-08-27,07:38:09,27/08/2025 07:38:09,111.0,,11.0,,,,2.0,,16.560255,102.11182667,ID-1111,0.0,,,0.0
ร้านชำตายาย ,100273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-27-111-11-07-40-16,2025-08-27,07:40:16,27/08/2025 07:40:16,111.0,,11.0,,,,,,16.56073167,102.10835167,ID-1111,0.0,,,0.0
ร้านบ้านพี่นนท์,100275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-27-111-11-07-45-26,2025-08-27,07:45:26,27/08/2025 07:45:26,111.0,,11.0,,,,,,16.55623833,102.10868833,ID-1111,0.0,,,0.0
ร้านของชำแม่ทองมา,100277.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-08-03-07,2025-08-27,08:03:07,27/08/2025 08:03:07,111.0,,11.0,1.0,,,,,16.55477667,102.10643833,ID-1111,0.0,,,0.0
ร้านอยู่เย็นคาเฟ่​,101851.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-08-07-17,2025-08-27,08:07:17,27/08/2025 08:07:17,111.0,,11.0,,,1.0,,,16.55203167,102.108275,ID-1111,0.0,,,0.0
ร้านไก่ย่างบิ๊กตู่,100278.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-08-17-18,2025-08-27,08:17:18,27/08/2025 08:17:18,111.0,,11.0,1.0,,,,,16.55011333,102.11192167,ID-1111,0.0,,,0.0
ร้านก๋วยเตี๋ยวยายพัด,100279.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-08-22-21,2025-08-27,08:22:21,27/08/2025 08:22:21,111.0,,11.0,1.0,,,1.0,,16.54956,102.111885,ID-1111,0.0,,,0.0
ร้านถูกดี นำโชค,100280.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-08-22-31,2025-08-27,08:22:31,27/08/2025 08:22:31,111.0,,11.0,2.0,,,,,16.54956,102.111885,ID-1111,0.0,,,0.0
ร้านของชำตาแดง,100281.0,6.0,150.0,150.0,300.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-27-111-11-08-27-57,2025-08-27,08:27:57,27/08/2025 08:27:57,111.0,,11.0,6.0,,,,,16.54894667,102.11192167,ID-1111,0.0,,,0.0
ร้านครัวข้าวหอม,101593.0,5.0,175.0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-08-46-45,2025-08-27,08:46:45,27/08/2025 08:46:45,111.0,,11.0,,,1.0,,4.0,16.54609833,102.11087667,ID-1111,0.0,,,0.0
ร้านก๋วยจั๊บอุบลห้องแอร์,100283.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-08-46-56,2025-08-27,08:46:57,27/08/2025 08:46:57,111.0,,11.0,,,1.0,,,16.54610167,102.110915,ID-1111,0.0,,,0.0
ร้านต้มยำไข่หวาน สระบุรี,100284.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-08-50-50,2025-08-27,08:50:51,27/08/2025 08:50:51,111.0,,11.0,,,1.0,,,16.54504167,102.11041667,ID-1111,0.0,,,0.0
ร้านตำตุ๊ปุ๊,100287.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-08-59-55,2025-08-27,08:59:55,27/08/2025 08:59:55,111.0,,11.0,,,,2.0,,16.542985,102.10942167,ID-1111,0.0,,,0.0
ร้านนานาอาหารป่า,100294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-27-111-11-09-10-00,2025-08-27,09:10:00,27/08/2025 09:10:00,111.0,,11.0,,,,,,16.5354,102.11147167,ID-1111,0.0,,,0.0
ร้านสบายๆข้าวแกง,100293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-27-111-11-09-10-08,2025-08-27,09:10:08,27/08/2025 09:10:08,111.0,,11.0,,,,,,16.53537,102.11169833,ID-1111,0.0,,,0.0
ร้านเขียงหมูเจ๊หนิง,100292.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-09-15-55,2025-08-27,09:15:54,27/08/2025 09:15:54,111.0,,11.0,,,,1.0,,16.53382,102.11502333,ID-1111,0.0,,,0.0
ร้านโดนใจ ศิริจรรยา มินิมาร์ท,100291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,น้ำแข็งเหลือ,,อาคม,2568-08-27-111-11-09-21-42,2025-08-27,09:21:42,27/08/2025 09:21:42,111.0,,11.0,,,,,,16.53279333,102.114385,ID-1111,0.0,,,0.0
ร้านข้าวแกงเจ๊แต๋ว,100295.0,1.0,35.0,35.0,70.0,70.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,รับเงินสด,0,จ่ายค้างเก่า,,อาคม,2568-08-27-111-11-09-27-47,2025-08-27,09:27:48,27/08/2025 09:27:48,111.0,,11.0,,,,1.0,,16.536525,102.112925,ID-1111,0.0,,,0.0
ร้านJJของชำ,100296.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-09-31-05,2025-08-27,09:31:06,27/08/2025 09:31:06,111.0,,11.0,2.0,,,,,16.53666833,102.11293833,ID-1111,0.0,,,0.0
ร้านตามสั่งครัวคุณยาย,100297.0,4.0,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,0,ค้างจ่าย,0,,อาคม,2568-08-27-111-11-09-37-13,2025-08-27,09:37:13,27/08/2025 09:37:13,111.0,,11.0,2.0,,2.0,,,16.537825,102.11311667,ID-1111,0.0,,,0.0
ร้านของชำแม่ทองหยาด,100299.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-09-43-05,2025-08-27,09:43:04,27/08/2025 09:43:04,111.0,,11.0,1.0,,,,,16.537865,102.11271333,ID-1111,0.0,,,0.0
ร้านลูกชิ้นทอดแม่สุ,100298.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-09-43-19,2025-08-27,09:43:19,27/08/2025 09:43:19,111.0,,11.0,,,,1.0,,16.537865,102.11271333,ID-1111,0.0,,,0.0
ร้านหมาล่าแลนมาค,100488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-27-111-11-09-52-05,2025-08-27,09:52:05,27/08/2025 09:52:05,111.0,,11.0,,,,,,16.54016333,102.11450667,ID-1111,0.0,,,0.0
ร้านของชำแม่สุธิ,100301.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-09-54-53,2025-08-27,09:54:53,27/08/2025 09:54:53,111.0,,11.0,2.0,,,,,16.543215,102.11525667,ID-1111,0.0,,,0.0
ร้านลูกชิ้นพี่ตุ๊ก,101962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-27-111-11-10-05-33,2025-08-27,10:05:33,27/08/2025 10:05:33,111.0,,11.0,,,,,,16.546395,102.10980833,ID-1111,0.0,,,0.0
ร้านห้องเสื้ออาภรณ์,100302.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-10-15-10,2025-08-27,10:15:10,27/08/2025 10:15:10,111.0,,11.0,,,,1.0,,16.54534,102.109165,ID-1111,0.0,,,0.0
ร้านเท็นโน ชาบู,100303.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-10-15-19,2025-08-27,10:15:19,27/08/2025 10:15:19,111.0,,11.0,1.0,,,1.0,,16.54534,102.109165,ID-1111,0.0,,,0.0
ร้านของชำแม่น้อย,100305.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-10-42-31,2025-08-27,10:42:31,27/08/2025 10:42:31,111.0,,11.0,1.0,,,,,16.54893333,102.10880167,ID-1111,0.0,,,0.0
ร้านข้าวกล่องเจ๊นุช,100306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-27-111-11-10-42-38,2025-08-27,10:42:38,27/08/2025 10:42:38,111.0,,11.0,,,,,,16.54889667,102.10878,ID-1111,0.0,,,0.0
ร้านไก่สดแม่พร,100307.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-10-42-52,2025-08-27,10:42:53,27/08/2025 10:42:53,111.0,,11.0,,,,1.0,,16.54891167,102.10880833,ID-1111,0.0,,,0.0
ร้านแหนมคลุกคุณยายเสถียน,100314.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-10-49-47,2025-08-27,10:49:46,27/08/2025 10:49:46,111.0,,11.0,,,,,1.0,16.55057167,102.10832,ID-1111,0.0,,,0.0
ร้านอาหารตามสั่งแม่แสง,100315.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-10-55-02,2025-08-27,10:55:02,27/08/2025 10:55:02,111.0,,11.0,,,1.0,1.0,,16.55134,102.10821833,ID-1111,0.0,,,0.0
ร้านกล้วยทอดคุณยาย,100309.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-11-04-17,2025-08-27,11:04:17,27/08/2025 11:04:17,111.0,,11.0,,,,1.0,,16.54885833,102.10695667,ID-1111,0.0,,,0.0
ร้านเจ๊ติ่งขนมไทย,100310.0,2.0,70.0,100.0,170.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-27-111-11-11-09-52,2025-08-27,11:09:52,27/08/2025 11:09:52,111.0,,11.0,,,,2.0,,16.547775,102.104995,ID-1111,-4.0,,,-4.0
ร้านดอกหญ้ามินิมาร์ท,100311.0,6.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-11-19-30,2025-08-27,11:19:30,27/08/2025 11:19:30,111.0,,11.0,6.0,,,,,16.547545,102.10684,ID-1111,0.0,,,0.0
ร้านถุงเงิน,100312.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-11-23-04,2025-08-27,11:23:04,27/08/2025 11:23:04,111.0,,11.0,1.0,,,,,16.54757333,102.10717667,ID-1111,0.0,,,0.0
ร้านผลไม้แม่แอ๊ด,100313.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-11-26-47,2025-08-27,11:26:48,27/08/2025 11:26:48,111.0,,11.0,,,,1.0,,16.54761667,102.10761333,ID-1111,0.0,,,0.0
ร้านไอศครีมกะทิสด,102194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-27-111-11-11-28-00,2025-08-27,11:28:01,27/08/2025 11:28:01,111.0,,11.0,,,,,,16.547575,102.10835167,ID-1111,0.0,,,0.0
ร้านก๋วยเตี๋ยวเรือแม่คำหยาด,102051.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-11-32-52,2025-08-27,11:32:51,27/08/2025 11:32:51,111.0,,11.0,1.0,,,,,16.55254333,102.10353,ID-1111,0.0,,,0.0
ร้านแม่อ้อก๋วยเตี๋ยวต้มยำ,100317.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-11-44-08,2025-08-27,11:44:08,27/08/2025 11:44:08,111.0,,11.0,,,,1.0,,16.55408667,102.092215,ID-1111,0.0,,,0.0
ร้านไก่ทอดแม่พิน,100319.0,1.0,35.0,70.0,105.0,0.0,105.0,70.0,0.0,70.0,0.0,0.0,0.0,0.0,โอนจ่ายต่อหน้า,0,จ่ายค้างเก่า,,อาคม,2568-08-27-111-11-11-48-54,2025-08-27,11:48:54,27/08/2025 11:48:54,111.0,,11.0,1.0,,,,,16.55077167,102.09090833,ID-1111,2.0,,,2.0
ร้านของชำแม่สุภี,100321.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-11-54-48,2025-08-27,11:54:48,27/08/2025 11:54:48,111.0,,11.0,2.0,,,,,16.55036,102.09164667,ID-1111,0.0,,,0.0
ครัวยายอุ่น,100320.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-11-59-47,2025-08-27,11:59:47,27/08/2025 11:59:47,111.0,,11.0,1.0,,1.0,,,16.549875,102.09190333,ID-1111,-4.0,,,-4.0
อู่ญาเซอร์วิส,100316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-27-111-11-12-28-46,2025-08-27,12:28:46,27/08/2025 12:28:46,111.0,,11.0,,,,,,16.56638667,102.10588333,ID-1111,0.0,,,0.0
ร้านของชำสบายดี,100263.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,ร้านปิด,,อาคม,2568-08-27-111-11-12-34-16,2025-08-27,12:34:16,27/08/2025 12:34:16,111.0,,11.0,,,,,,16.57832667,102.10918167,ID-1111,0.0,,,0.0
ร้านของชำจินดาช็อป,100264.0,6.0,200.0,335.0,535.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-27-111-11-12-38-08,2025-08-27,12:38:07,27/08/2025 12:38:07,111.0,,11.0,5.0,,,1.0,,16.578345,102.109855,ID-1111,0.0,,,0.0
ร้านรุ่งเรืองการค้า,100324.0,9.0,280.0,245.0,525.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-27-111-11-12-49-54,2025-08-27,12:49:54,27/08/2025 12:49:54,111.0,,11.0,8.0,,,1.0,,16.56024167,102.104015,ID-1111,0.0,,,0.0
ร้านโปรด,100323.0,1.0,35.0,140.0,175.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-27-111-11-12-58-38,2025-08-27,12:58:38,27/08/2025 12:58:38,111.0,,11.0,1.0,,,,,16.55075667,102.10091,ID-1111,0.0,,,0.0
ร้านต้นขนุน,101947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-27-111-11-12-59-04,2025-08-27,12:59:04,27/08/2025 12:59:04,111.0,,11.0,,,,,,16.55075667,102.10091,ID-1111,0.0,,,0.0
ร้านดอกไม้พี่ดาว,101534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-27-111-11-12-59-16,2025-08-27,12:59:16,27/08/2025 12:59:16,111.0,,11.0,,,,,,16.55075667,102.10091,ID-1111,0.0,,,0.0
ร้านลาบขมต้มแซ่บแม่ไล,102047.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-13-07-02,2025-08-27,13:07:02,27/08/2025 13:07:02,111.0,,11.0,1.0,,,,,16.55616,102.10867,ID-1111,0.0,,,0.0
ร้านกาแฟ Mind Tea,100304.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-13-10-53,2025-08-27,13:10:52,27/08/2025 13:10:52,111.0,,11.0,,,2.0,,,16.5484,102.10893833,ID-1111,0.0,,,0.0
ร้านกาแฟหน้าบ้าน,100282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-27-111-11-13-12-09,2025-08-27,13:12:09,27/08/2025 13:12:09,111.0,,11.0,,,,,,16.547155,102.10867833,ID-1111,0.0,,,0.0
ร้านข้าวมันไก่ นครปฐม,100285.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-13-18-54,2025-08-27,13:18:53,27/08/2025 13:18:53,111.0,,11.0,1.0,,1.0,,,16.54331333,102.10969833,ID-1111,0.0,,,0.0
ร้านกาแฟแม่เจี๊ยบ,100288.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-27-111-11-13-21-22,2025-08-27,13:21:22,27/08/2025 13:21:22,111.0,,11.0,,,1.0,,,16.54304667,102.10947333,ID-1111,0.0,,,0.0
